"EDID","Candidate","Party EN","Party FR","Candidate Residence","Candidate Occupation","Votes Obtained","Percentage of Votes Obtained","Majority","Majority Percentage"
24055,"André Bellavance","Bloc Québécois","Bloc Québécois","Victoriaville, Que./Qc","parlementaire",23913,46.02,8833,17
24055,"Éric Lefebvre","Conservative","Conservateur","Victoriaville, Que./Qc","Homme d'affaire",15080,29.02,,
24055,"Gwyneth Helen Grant","Liberal","Libéral","Ulverton, Que./Qc","Farmer",6599,12.7,,
24055,"Stéphane Ricard","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Sainte-Clotilde-de-Horton, Que./Qc","Entrepreneur",4509,8.68,,
24055,"François Fillion","Green Party","Parti Vert","Victoriaville, Que./Qc","Commis",1337,2.57,,
24055,"Jean Landry","Independent","Indépendant","Saint-Valère, Que./Qc","Photographe",526,1.01,,
24056,"Claude Guimond","Bloc Québécois","Bloc Québécois","Rimouski, Que./Qc","Agriculteur",17652,44.69,9715,24.6
24056,"Pierre Béland","Liberal","Libéral","Rimouski, Que./Qc","Chercheur scientifique",7937,20.09,,
24056,"Gaston Noël","Conservative","Conservateur","Saint-Narcisse, Que./Qc","Retraité",7216,18.27,,
24056,"Guy Caron","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Gatineau, Que./Qc","Économiste",4084,10.34,,
24056,"Louise Thibault","Independent","Indépendant","Le Bic, Que./Qc","Parlementaire",1966,4.98,,
24056,"James D. Morrison","Green Party","Parti Vert","Sainte-Anne-des-Monts, Que./Qc","Consultant",645,1.63,,
24057,"Luc Desnoyers","Bloc Québécois","Bloc Québécois","Montréal, Que./Qc","retraité (TCA)",23216,45.68,13305,26.2
24057,"Claude Carignan","Conservative","Conservateur","Saint-Eustache, Que./Qc","Avocat",9911,19.5,,
24057,"Denis Joannette","Liberal","Libéral","Deux-Montagnes, Que./Qc","Homme d'affaires",8823,17.36,,
24057,"Normand Beaudet","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Blainville, Que./Qc","consultant multimédia",6741,13.26,,
24057,"Marie Martine Bédard","Green Party","Parti Vert","Deux-Montagnes, Que./Qc","Consultante communication & développement durable ",2134,4.2,,
24059,"Monique Guay","Bloc Québécois","Bloc Québécois","Prévost, Que./Qc","Parlementaire",26588,53.57,19401,39.1
24059,"Simon Bernier","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Mirabel, Que./Qc","ingénieur jr",7187,14.48,,
24059,"Gilles Duguay","Conservative","Conservateur","Val-David, Que./Qc","Diplomate et universitaire",7170,14.45,,
24059,"Joao Neves","Liberal","Libéral","Laval, Que./Qc","comptable",6755,13.61,,
24059,"René Piché","Green Party","Parti Vert","Sainte-Sophie, Que./Qc","Boulanger livreur",1656,3.34,,
24059,"Jocelyne Leduc","Independent","Indépendant","Saint-Hippolyte, Que./Qc","Étudiante",273,0.55,,
24060,"Denis Lebel","Conservative","Conservateur","Roberval, Que./Qc","Parlementaire",16055,43.54,1436,3.9
24060,"Claude Pilote","Bloc Québécois","Bloc Québécois","Roberval, Que./Qc","Homme d`affaires",14619,39.65,,
24060,"Bernard Garneau","Liberal","Libéral","Hamilton, Ont.","Directeur national de vente",3721,10.09,,
24060,"Catherine Forbes","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Montréal, Que./Qc","Infirmière",1738,4.71,,
24060,"Jocelyn Tremblay","Green Party","Parti Vert","Saint-Eugène-d'Argentenay, Que./Qc","Artiste",737,2,,
24061,"Bernard Bigras","Bloc Québécois","Bloc Québécois","Montréal, Que./Qc","Parlementaire",27260,52,17475,33.3
24061,"Marjorie Théodore","Liberal","Libéral","Brossard, Que./Qc","Gestionnaire - Directrice générale",9785,18.67,,
24061,"Alexandre Boulerice","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Montréal, Que./Qc","Conseiller syndical",8522,16.26,,
24061,"Sylvie Boulianne","Conservative","Conservateur","Outremont, Que./Qc","Gestionnaire de projets",3876,7.39,,
24061,"Vincent Larochelle","Green Party","Parti Vert","Montréal, Que./Qc","Étudiant",2406,4.59,,
24061,"Jean-Patrick Berthiaume","neorhino.ca","neorhino.ca","Montréal, Que./Qc","Directeur",319,0.61,,
24061,"Stéphane Chénier","Marxist-Leninist","Marxiste-Léniniste","Montréal, Que./Qc","Intervenant social",170,0.32,,
24061,"Michel Dugré","No Affiliation","Aucune appartenance","Montréal, Que./Qc","Travailleur du vêtement",83,0.16,,
24062,"Carole Lavallée","Bloc Québécois","Bloc Québécois","Longueuil, Que./Qc","Conseillère en communication",23767,44.99,12012,22.7
24062,"Pierre Diamond","Liberal","Libéral","Boucherville, Que./Qc","Enseignant",11755,22.25,,
24062,"Nicole Charbonneau Barron","Conservative","Conservateur","Saint-Bruno, Que./Qc","Adjointe administrative",8125,15.38,,
24062,"Vesna Vesic","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Saint-Bruno, Que./Qc","Organisatrice communautaire",7154,13.54,,
24062,"Simon Bernier","Green Party","Parti Vert","Longueuil, Que./Qc","Étudiant",2031,3.84,,
24063,"Ève-Mary Thaï Thi Lac","Bloc Québécois","Bloc Québécois","Saint-Hyacinthe, Que./Qc","Parlementaire",22719,47.36,12524,26.1
24063,"René Vincelette","Conservative","Conservateur","Mont-Saint-Hilaire, Que./Qc","Cadre Supérieur",10195,21.25,,
24063,"Brigitte Sansoucy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Saint-Hyacinthe, Que./Qc","Adjointe administrative",6721,14.01,,
24063,"Denise Tremblay","Liberal","Libéral","Varennes, Que./Qc","Secrétaire, réceptionniste",6649,13.86,,
24063,"Jacques Tétreault","Green Party","Parti Vert","Saint-Dominique, Que./Qc","enseignant",1682,3.51,,
24064,"Claude Bachand","Bloc Québécois","Bloc Québécois","Saint-Jean-sur-Richelieu, Que./Qc","Parlementaire",26506,49.61,17076,32
24064,"Claire Ste-Marie","Liberal","Libéral","Saint-Jean-sur-Richelieu, Que./Qc","Secrétaire de direction",9430,17.65,,
24064,"Marie-Josée Mercier","Conservative","Conservateur","Saint-Jean-sur-Richelieu, Que./Qc","Psychologue",9281,17.37,,
24064,"Philippe Refghi","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Longueuil, Que./Qc","Étudiant",5529,10.35,,
24064,"Pierre Tremblay","Green Party","Parti Vert","Saint-Jean-sur-Richelieu, Que./Qc","Homme d'affaires",2160,4.04,,
24064,"Guy Berger","Independent","Indépendant","Saint-Jean-sur-Richelieu, Que./Qc","Technicien",520,0.97,,
24065,"Josée Beaudin","Bloc Québécois","Bloc Québécois","Beloeil, Que./Qc","Coordonnatrice",16346,37.63,3963,9.1
24065,"Roxane Stanners","Liberal","Libéral","Montréal, Que./Qc","Avocate",12383,28.5,,
24065,"Patrick Clune","Conservative","Conservateur","Saint-Lambert, Que./Qc","Homme d'affaires",6867,15.81,,
24065,"Richard Marois","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Brossard, Que./Qc","Consultant en environnement",6280,14.46,,
24065,"Diane Joubert","Green Party","Parti Vert","Saint-Lambert, Que./Qc","Ergothérapeute",1566,3.6,,
24066,"Stéphane Dion","Liberal","Libéral","Montréal, Que./Qc","Parlementaire",25095,61.72,18096,44.5
24066,"Dennis Galiatsatos","Conservative","Conservateur","Saint-Laurent, Que./Qc","Lawyer",6999,17.21,,
24066,"Jacques Lachaîne","Bloc Québécois","Bloc Québécois","Montréal, Que./Qc","enseignant retraité",4611,11.34,,
24066,"Jerome Rodrigues","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Dorval, Que./Qc","Retail Sales Consultant",3654,8.99,,
24066,"Fernand Deschamps","Marxist-Leninist","Marxiste-Léniniste","Montréal, Que./Qc","Enseignant",299,0.74,,
24067,"Massimo Pacetti","Liberal","Libéral","Saint-Léonard, Que./Qc","Parliamentarian",21652,57.26,16025,42.4
24067,"Lucie Le Tourneau","Conservative","Conservateur","Saint-Laurent, Que./Qc","Spécialiste en intelligence d'affaires",5627,14.88,,
24067,"Farid Salem","Bloc Québécois","Bloc Québécois","Longueuil, Que./Qc","Consultant",5146,13.61,,
24067,"Laura Colella","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Gatineau, Que./Qc","Avocate",4039,10.68,,
24067,"Frank Monteleone","Green Party","Parti Vert","Saint-Léonard, Que./Qc","Sales",1063,2.81,,
24067,"Garnet Colly","Marxist-Leninist","Marxiste-Léniniste","Montréal, Que./Qc","Agent de bord",165,0.44,,
24067,"Joseph Young","No Affiliation","Aucune appartenance","Montréal, Que./Qc","Travailleur d'abattoir",122,0.32,,
24068,"Jean-Yves Laforest","Bloc Québécois","Bloc Québécois","Shawinigan, Que./Qc","Educateur Physique",20397,43.96,9314,20.1
24068,"Stéphane Roof","Conservative","Conservateur","Saint-Boniface, Que./Qc","Avocat",11083,23.89,,
24068,"Ronald St-Onge Lynch","Liberal","Libéral","Grand-Mère, Que./Qc","Conseiller Financier",9755,21.02,,
24068,"Anne Marie Aubert","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Montréal, Que./Qc","agente de communication",3601,7.76,,
24068,"Martial Toupin","Green Party","Parti Vert","Saint-Maurice, Que./Qc","Agriculteur",1562,3.37,,
24069,"Robert Vincent","Bloc Québécois","Bloc Québécois","Granby, Que./Qc","Parlementaire",21650,42.82,10840,21.4
24069,"Bernard Demers","Liberal","Libéral","Montréal, Que./Qc","Psychologue",10810,21.38,,
24069,"Jean Lambert","Conservative","Conservateur","Bromont, Que./Qc","Relationniste",9927,19.63,,
24069,"Simon Gnocchini Messier","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Bromont, Que./Qc","Représentant de matériels didactiques",6323,12.51,,
24069,"Michel.M. Champagne","Green Party","Parti Vert","Bromont, Que./Qc","Agriculteur biologique",1848,3.66,,
24070,"Serge Cardin","Bloc Québécois","Bloc Québécois","Sherbrooke, Que./Qc","Parlementaire",25502,50.08,15555,30.5
24070,"Nathalie Goguen","Liberal","Libéral","Sherbrooke, Que./Qc","Communicatrice",9947,19.53,,
24070,"André Bachand","Conservative","Conservateur","Gatineau, Que./Qc","Chef de poste au Bureau du Québec",8331,16.36,,
24070,"Yves Mondoux","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Austin, Que./Qc","Animateur",6676,13.11,,
24070,"Sébastien Côrriveau","neorhino.ca","neorhino.ca","Sherbrooke, Que./Qc","Étudiant",467,0.92,,
24071,"Diane Bourgeois","Bloc Québécois","Bloc Québécois","Terrebonne, Que./Qc","Parlementaire",28303,52.35,19366,35.8
24071,"Eva Nassif","Liberal","Libéral","Laval, Que./Qc","traductrice,terminologue",8937,16.53,,
24071,"Daniel Lebel","Conservative","Conservateur","Laval, Que./Qc","Homme d'affaire",7551,13.97,,
24071,"Michel Le Clair","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Terrebonne, Que./Qc","coordonateur réseau Bell Canada",7278,13.46,,
24071,"Martin Drapeau","Green Party","Parti Vert","Boisbriand, Que./Qc","Planificateur financier",1714,3.17,,
24071,"M. Zamboni Cadieux","Independent","Indépendant","Blainville, Que./Qc","Acteur",283,0.52,,
24072,"Paule Brunelle","Bloc Québécois","Bloc Québécois","Champlain, Que./Qc","Parlementaire",22405,45.27,10407,21
24072,"Claude Durand","Conservative","Conservateur","Trois-Rivières, Que./Qc","Administratrice",11998,24.24,,
24072,"Marcos G. Simard","Liberal","Libéral","Trois-Rivières, Que./Qc","Marchandiseur - représentant",9008,18.2,,
24072,"Geneviève Boivin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Bécancour, Que./Qc","Coordonnatrice",4544,9.18,,
24072,"Ariane Blais","Green Party","Parti Vert","Trois-Rivières, Que./Qc","Étudiante",1540,3.11,,
24073,"Meili Faille","Bloc Québécois","Bloc Québécois","Rigaud, Que./Qc","Parlementaire",27044,41.34,11548,17.7
24073,"Michael M. Fortier","Conservative","Conservateur","Mont-Royal, Que./Qc","Avocat",15496,23.69,,
24073,"Brigitte Legault","Liberal","Libéral","Montréal, Que./Qc","Professionelle",13954,21.33,,
24073,"Maxime Héroux-Legault","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Notre-Dame-de-l'Île-Perrot, Que./Qc","Étudiant",6298,9.63,,
24073,"Jean-Yves Massenet","Green Party","Parti Vert","Hudson Heights, Que./Qc","consultant d'affaires",2625,4.01,,
24074,"Luc Malo","Bloc Québécois","Bloc Québécois","Contrecoeur, Que./Qc","Parlementaire",27602,50.85,18731,34.5
24074,"François Fournier","Liberal","Libéral","Montréal, Que./Qc","Étudiant",8871,16.34,,
24074,"Raphaël Fortin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Montréal, Que./Qc","responsable maison d'accueil",8388,15.45,,
24074,"Benoît Dussault","Conservative","Conservateur","Brossard, Que./Qc","Directeur d'école secondaire",7742,14.26,,
24074,"Annie Morel","Green Party","Parti Vert","Montréal, Que./Qc","Adjointe Administrative  TI",1679,3.09,,
24075,"Marc Garneau","Liberal","Libéral","Westmount, Que./Qc","Ingénieur , Astronaute",18041,46.47,9137,23.5
24075,"Anne Lagacé Dowson","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Montréal, Que./Qc","Journaliste",8904,22.93,,
24075,"Guy Dufort","Conservative","Conservateur","Boucherville, Que./Qc","Avocat",6139,15.81,,
24075,"Charles Larivée","Bloc Québécois","Bloc Québécois","Montréal, Que./Qc","Coordonnateur services logistiques",2818,7.26,,
24075,"Claude William Genest","Green Party","Parti Vert","Outremont, Que./Qc","Producer",2733,7.04,,
24075,"Judith Vienneau","neorhino.ca","neorhino.ca","Montréal, Que./Qc","Cinéaste",62,0.16,,
24075,"Linda Sullivan","Marxist-Leninist","Marxiste-Léniniste","Montréal, Que./Qc","Events Coordinator",49,0.13,,
24075,"David Sommer Rovins","Independent","Indépendant","Sainte-Adèle, Que./Qc","Student",47,0.12,,
24075,"Bill Sloan","Communist","Communiste","Montréal, Que./Qc","Avocat",34,0.09,,
35001,"Mark Holland","Liberal","Libéral","Pickering, Ont.","Parliamentarian",21675,44.53,3204,6.6
35001,"Rick Johnson","Conservative","Conservateur","Pickering, Ont.","Regional Councilor",18471,37.95,,
35001,"Bala Thavarajasoorier","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Ajax, Ont.","unemployed",4422,9.08,,
35001,"Mike Harilaid","Green Party","Parti Vert","Pickering, Ont.","Film Producer",3543,7.28,,
35001,"Kevin Norng","Christian Heritage Party","Parti de l'Héritage Chrétien","Claremont, Ont.","Contractor",398,0.82,,
35001,"Stephanie Wilson","Libertarian","Libertarien","Pickering, Ont.","Student",167,0.34,,
35002,"Carol Hughes","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Hanmer, Ont.","Representative",15249,45.5,4347,13
35002,"Brent St. Denis","Liberal","Libéral","Spanish, Ont.","Parliamentarian",10902,32.53,,
35002,"Dianne Musgrove","Conservative","Conservateur","Birch Island, Ont.","Registered Practical Nurse",5914,17.65,,
35002,"Lorraine Rekmans","Green Party","Parti Vert","Osgoode, Ont.","Journalist",1451,4.33,,
35003,"David Sweet","Conservative","Conservateur","Ancaster, Ont.","Parliamentarian",26297,46.5,10975,19.4
35003,"Arlene MacFarlane-VanderBeek","Liberal","Libéral","Dundas, Ont.","Communications and Public Affairs",15322,27.1,,
35003,"Gordon Guyatt","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Dundas, Ont.","Physician",9632,17.03,,
35003,"Peter Ormond","Green Party","Parti Vert","Hamilton, Ont.","Environmental Consultant",5149,9.11,,
35003,"Jamilé Ghaddar","Marxist-Leninist","Marxiste-Léniniste","Hamilton, Ont.","Settlement Worker",148,0.26,,
35004,"Patrick Brown","Conservative","Conservateur","Barrie, Ont.","Parliamentarian",27927,52.37,15195,28.5
35004,"Rick Jones","Liberal","Libéral","Midhurst, Ont.","Planning Consultant",12732,23.88,,
35004,"Myrna Clark","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Barrie, Ont.","Teacher",6403,12.01,,
35004,"Erich Jacoby-Hawkins","Green Party","Parti Vert","Barrie, Ont.","Teacher",5921,11.1,,
35004,"Paolo Fabrizio","Libertarian","Libertarien","Barrie, Ont.","Baker",260,0.49,,
35004,"Christine Anne Nugent","Marxist-Leninist","Marxiste-Léniniste","Elmvale, Ont.","College Instructor",84,0.16,,
35005,"Maria Minna","Liberal","Libéral","Toronto, Ont.","Parliamentarian",18967,40.97,4092,8.8
35005,"Marilyn Churley","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Toronto, Ont.","Researcher,Writer",14875,32.13,,
35005,"Caroline Alleslev","Conservative","Conservateur","Oak Ridges, Ont.","Management Consultant",7907,17.08,,
35005,"Zoran Markovski","Green Party","Parti Vert","Toronto, Ont.","Information Technology Consultant",4389,9.48,,
35005,"Roger Carter","Marxist-Leninist","Marxiste-Léniniste","Toronto, Ont.","Retired",155,0.33,,
35006,"Gurbax S. Malhi","Liberal","Libéral","Brampton, Ont.","Parliamentarian",22272,45.06,3919,7.9
35006,"Stella Ambler","Conservative","Conservateur","Brampton, Ont.","Community Activist",18353,37.13,,
35006,"Jash Puniya","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Brampton, Ont.","IT Professional",5945,12.03,,
35006,"Mark Pajot","Green Party","Parti Vert","Thornhill, Ont.","Health Promotion Officer",2551,5.16,,
35006,"Frank Chilelli","Marxist-Leninist","Marxiste-Léniniste","Brampton, Ont.","Teacher",309,0.63,,
35007,"Ruby Dhalla","Liberal","Libéral","Brampton, Ont.","Parliamentarian",18577,41.04,773,1.7
35007,"Parm Gill","Conservative","Conservateur","Brampton, Ont.","Entrepreneur",17804,39.33,,
35007,"Mani Singh","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Brampton, Ont.","Real Estate ES Representative",5238,11.57,,
35007,"Dave Finlay","Green Party","Parti Vert","Brampton, Ont.","Teacher",3516,7.77,,
35007,"Dimitrios Kabitsis","Communist","Communiste","Toronto, Ont.","Retired",135,0.3,,
35008,"Andrew Kania","Liberal","Libéral","Brampton, Ont.","Lawyer",21746,40.33,231,0.4
35008,"Kyle Seeback","Conservative","Conservateur","Brampton, Ont.","Lawyer",21515,39.9,,
35008,"Jagtar Shergill","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Brampton, Ont.","Insurance and Financial Advisor",7334,13.6,,
35008,"Patti Chmelyk","Green Party","Parti Vert","Brampton, Ont.","Administrator",3329,6.17,,
35009,"Phil McColeman","Conservative","Conservateur","Brantford, Ont.","Project Manager",22736,41.95,4793,8.8
35009,"Lloyd St. Amand","Liberal","Libéral","Brantford, Ont.","Parliamentarian",17943,33.11,,
35009,"Brian Van Tilborg","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Brantford, Ont.","Coordinator of Adjustment Center",9331,17.22,,
35009,"Nora Fueten","Green Party","Parti Vert","St. George, Ont.","Retired",3814,7.04,,
35009,"John G. Gots","Christian Heritage Party","Parti de l'Héritage Chrétien","Port Dover, Ont.","Retired",371,0.68,,
35026,"Larry Miller","Conservative","Conservateur","Wiarton, Ont.","Parliamentarian",22975,47.66,9880,20.5
35026,"Dick Hibma","Green Party","Parti Vert","Owen Sound, Ont.","Utility Worker",13095,27.17,,
35026,"Thom Noble","Liberal","Libéral","Sauble Beach, Ont.","Computer Network Technician",6892,14.3,,
35026,"Jill McIllwraith","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Markdale, Ont.","Registered Practical Nurse",4640,9.63,,
35026,"Joel Kidd","Christian Heritage Party","Parti de l'Héritage Chrétien","Ravenna, Ont.","Technologist (Electronics)",599,1.24,,
35010,"Mike Wallace","Conservative","Conservateur","Burlington, Ont.","Parliamentarian",28614,48.6,9037,15.4
35010,"Paddy Torsney","Liberal","Libéral","Burlington, Ont.","Consultant",19577,33.25,,
35010,"David Laird","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Burlington, Ont.","Social Worker",6597,11.21,,
35010,"Marnie Mellish","Green Party","Parti Vert","Burlington, Ont.","Retired teacher & Law Clerk",4083,6.94,,
35011,"Gary Goodyear","Conservative","Conservateur","Cambridge, Ont.","Parliamentarian",24895,48.63,12918,25.2
35011,"Gord Zeilstra","Liberal","Libéral","Cambridge, Ont.","Businessman",11977,23.39,,
35011,"Max Lombardi","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Cambridge, Ont.","Information Technologist",10044,19.62,,
35011,"Scott Cosman","Green Party","Parti Vert","Cambridge, Ont.","Marketing Executive",4279,8.36,,
35012,"Gordon O'Connor","Conservative","Conservateur","Ottawa, Ont.","Parliamentarian",39433,57.77,24179,35.4
35012,"Justin MacKinnon","Liberal","Libéral","Kanata, Ont.","CEO",15254,22.35,,
35012,"Jake Cole","Green Party","Parti Vert","Ottawa, Ont.","Consulting Engineer",6983,10.23,,
35012,"Paul Arbour","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Kanata, Ont.","Software Engineer",6583,9.64,,
35013,"Dave Van Kesteren","Conservative","Conservateur","Chatham, Ont.","Parliamentarian",19960,47.92,7833,18.8
35013,"Matt Daudlin","Liberal","Libéral","Chatham, Ont.","Teacher",12127,29.12,,
35013,"Ron Cadotte","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Chatham, Ont.","Retired",6850,16.45,,
35013,"Alina Abbott","Green Party","Parti Vert","Chatham, Ont.","Teacher",2712,6.51,,
35015,"Mario Silva","Liberal","Libéral","Toronto, Ont.","Parliamentarian",15953,45.77,5057,14.5
35015,"Peter Ferreira","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Mississauga, Ont.","Immigration Consultant",10896,31.26,,
35015,"Theresa Rodrigues","Conservative","Conservateur","Oakville, Ont.","Administrator",3838,11.01,,
35015,"Wayne Scott","Green Party","Parti Vert","Toronto, Ont.","Active Messenger (Retired)",3655,10.49,,
35015,"Wendy Forrest","Independent","Indépendant","Toronto, Ont.","Real Estate Broker",172,0.49,,
35015,"Miguel Figueroa","Communist","Communiste","Toronto, Ont.","Political Organizer",160,0.46,,
35015,"Simon Luisi","AAEV Party of Canada","AAEV Party of Canada","Toronto, Ont.","Courrier",92,0.26,,
35015,"Sarah Thompson","Marxist-Leninist","Marxiste-Léniniste","Toronto, Ont.","Educator",87,0.25,,
35016,"Yasmin Ratansi","Liberal","Libéral","Toronto, Ont.","Parliamentarian",18264,48.08,6487,17.1
35016,"Eugene McDermott","Conservative","Conservateur","Toronto, Ont.","Crown Attorney",11777,31,,
35016,"Mary Trapani Hynes","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Toronto, Ont.","Educator,Retired",5062,13.33,,
35016,"Wayne Clements","Green Party","Parti Vert","Toronto, Ont.","Business Owner (Computers)",2618,6.89,,
35016,"Alex Kovalenko","Christian Heritage Party","Parti de l'Héritage Chrétien","Toronto, Ont.","Construction Builder",266,0.7,,
35017,"Rob Oliphant","Liberal","Libéral","Toronto, Ont.","Minister of Religion",22212,44.36,2771,5.5
35017,"John Carmichael","Conservative","Conservateur","Toronto, Ont.","Business Executive",19441,38.83,,
35017,"David Sparrow","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Toronto, Ont.","Actor,Writer,Film Maker",5102,10.19,,
35017,"Georgina Wilcock","Green Party","Parti Vert","Toronto, Ont.","Medical Doctor",3155,6.3,,
35017,"Catherine Holliday","Communist","Communiste","Toronto, Ont.","Registered Nurse",162,0.32,,
35018,"David Tilson","Conservative","Conservateur","Orangeville, Ont.","Lawyer",23363,53.21,14868,33.9
35018,"Rebecca Finch","Liberal","Libéral","Shelburne, Ont.","New Media Executive",8495,19.35,,
35018,"Ard Van Leeuwen","Green Party","Parti Vert","Caledon, Ont.","Business Owner",7377,16.8,,
35018,"Jason Bissett","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Bolton, Ont.","Sales",4385,9.99,,
35018,"Dean Woods","CAP","PAC","Cambridge, Ont.","I.T. Manager",284,0.65,,
35014,"Bev Oda","Conservative","Conservateur","Orono, Ont.","Parliamentarian",28551,54.05,16384,31
35014,"Bryan Ransom","Liberal","Libéral","Bowmanville, Ont.","United Church Minister",12167,23.03,,
35014,"Stephen Leahy","Green Party","Parti Vert","Uxbridge, Ont.","Journalist",6041,11.44,,
35014,"Andrew McKeever","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Bowmanville, Ont.","Animal control",5485,10.38,,
35014,"Henry Zekveld","Christian Heritage Party","Parti de l'Héritage Chrétien","Bowmanville, Ont.","Farmer",577,1.09,,
35019,"Joseph Volpe","Liberal","Libéral","Toronto, Ont.","Parliamentarian",19133,43.99,2060,4.7
35019,"Joe Oliver","Conservative","Conservateur","Toronto, Ont.","Retired",17073,39.25,,
35019,"Justin Chatwin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Toronto, Ont.","Student,Waiter",3663,8.42,,
35019,"Andrew James","Green Party","Parti Vert","Toronto, Ont.","Writer",3629,8.34,,
35020,"Joe Preston","Conservative","Conservateur","St. Thomas, Ont.","Parliamentarian",22970,48.39,11801,24.9
35020,"Suzanne van Bommel","Liberal","Libéral","Belmont, Ont.","Agri Food Business & Restaurateur",11169,23.53,,
35020,"Ryan Dolby","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Shedden, Ont.","Assembler - Lear St. Thomas",9135,19.24,,
35020,"Noel Burgon","Green Party","Parti Vert","London, Ont.","Network Provisioner",3241,6.83,,
35020,"Carl Hiemstra","Christian Heritage Party","Parti de l'Héritage Chrétien","Aylmer, Ont.","Farmer",619,1.3,,
35020,"Michael van Holst","Independent","Indépendant","London, Ont.","Teacher",243,0.51,,
35020,"Will Arlow","CAP","PAC","Straffordville, Ont.","Businessman",96,0.2,,
35021,"Jeff Watson","Conservative","Conservateur","Amherstburg, Ont.","Auto Worker",20608,40,5635,10.9
35021,"Susan Whelan","Liberal","Libéral","Amherstburg, Ont.","Lawyer",14973,29.06,,
35021,"Taras Natyshak","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Belle River, Ont.","Labourer",13703,26.6,,
35021,"Richard Bachynsky","Green Party","Parti Vert","Windsor, Ont.","Consultant",2234,4.34,,
35022,"Borys Wrzesnewskyj","Liberal","Libéral","Toronto, Ont.","Parliamentarian",24537,48.85,5698,11.3
35022,"Axel Kuhn","Conservative","Conservateur","Etobicoke, Ont.","Business Owner",18839,37.51,,
35022,"Joseph Schwartz","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Toronto, Ont.","Financial Services,Life Insurance Representative",4164,8.29,,
35022,"Marion Schaffer","Green Party","Parti Vert","Oakville, Ont.","Minister (Retired)",2688,5.35,,
35023,"Michael Ignatieff","Liberal","Libéral","Toronto, Ont.","Parliamentarian",23536,46.13,5743,11.3
35023,"Patrick Boyer","Conservative","Conservateur","Toronto, Ont.","Parliamentarian",17793,34.87,,
35023,"Liam McHugh-Russell","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Toronto, Ont.","Articling Student",5950,11.66,,
35023,"Dave Corail","Green Party","Parti Vert","Toronto, Ont.","Sales Representative",3562,6.98,,
35023,"Janice Murray","Marxist-Leninist","Marxiste-Léniniste","Etobicoke, Ont.","Bindery Machine Operator",181,0.35,,
35024,"Kirsty Duncan","Liberal","Libéral","Toronto, Ont.","University Professor",15244,48.58,5808,18.5
35024,"Bob Saroya","Conservative","Conservateur","Richmond Hill, Ont.","Businessman",9436,30.07,,
35024,"Ali Naqvi","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Etobicoke, Ont.","Small Business",4940,15.74,,
35024,"Nigel Barriffe","Green Party","Parti Vert","Etobicoke, Ont.","Teacher",1460,4.65,,
35024,"Anna Di Carlo","Marxist-Leninist","Marxiste-Léniniste","Etobicoke, Ont.","Journalist",300,0.96,,
